modelo,pregunta,prompt,es_correcta,confianza,prob_entailment,prob_neutral,prob_contradiction
meta-llama_Llama-3.1-8B-Instruct,¿Cómo puedo llegar desde la estación AA1SC a la estación AG7BH?,Prompt 1,False,0.031803980469703674,0.031803980469703674,0.021214254200458527,0.9469817876815796
meta-llama_Llama-3.1-8B-Instruct,¿Qué estaciones debo usar para transferirme entre las líneas Roja y Naranja?,Prompt 1,False,0.25840675830841064,0.25840675830841064,0.19375020265579224,0.5478430390357971
meta-llama_Llama-3.1-8B-Instruct,"Quiero ir de la estación VF6SC a la estación RA1SC, ¿qué ruta me recomiendas?",Prompt 1,False,0.17720606923103333,0.17720606923103333,0.20442792773246765,0.6183659434318542
meta-llama_Llama-3.1-8B-Instruct,¿Cuál es la mejor ruta para ir de BD2VB a AC3SC?,Prompt 1,False,0.39864829182624817,0.39864829182624817,0.353301465511322,0.2480502873659134
meta-llama_Llama-3.1-8B-Instruct,¿Dime todas las rutas posibles para ir de BB2OC a AF6SC?,Prompt 1,True,0.6746844053268433,0.6746844053268433,0.1601669192314148,0.16514872014522552
meta-llama_Llama-3.1-8B-Instruct,¿Hay alguna estación que sirva como punto de conexión entre más de 2 líneas de metro?,Prompt 1,False,0.03714451566338539,0.03714451566338539,0.16911748051643372,0.793738067150116
meta-llama_Llama-3.1-8B-Instruct,¿Cuál es la línea que tiene más estaciones?,Prompt 1,False,0.002961821388453245,0.002961821388453245,0.012427226640284061,0.9846109747886658
meta-llama_Llama-3.1-8B-Instruct,¿Por cuántas estaciones pasan más de una línea?,Prompt 1,False,0.08569946140050888,0.08569946140050888,0.07362761348485947,0.8406729698181152
meta-llama_Llama-3.1-8B-Instruct,¿Quiero ir a RD3VC?,Prompt 1,False,0.23186995089054108,0.23186995089054108,0.29704686999320984,0.47108322381973267
meta-llama_Llama-3.1-8B-Instruct,"Estoy en la estación OA1SC, ¿cómo llego a la estación RG6SC?",Prompt 1,False,0.25183817744255066,0.25183817744255066,0.16786447167396545,0.5802974104881287
meta-llama_Llama-3.1-8B-Instruct,Estoy en OA1SC.,Prompt 1,False,0.043577224016189575,0.043577224016189575,0.1715322732925415,0.7848904728889465
